""	"b1"	"b2"	"b3"	"c1"	"c2"	"c3"
"YGL159W"	7	6	4	5	2	1
"YDL017W"	1	2	3	1	2	3
"YGL218W"	0	0	0	1	1	1
"YDR527W"	5	10	8	4	5	4
"YBR093C"	0	0	0	0	0	1
"YGL138C"	0	1	0	0	0	1
"YDR391C"	0	1	1	4	3	2
"YOR131C"	5	7	2	1	2	11
"YDR345C"	144	175	143	6	13	14
"YBR015C"	22	28	23	21	14	15
"YLR303W"	244	331	239	117	164	188
"YIL151C"	9	7	15	7	13	12
"YDL185C-A"	2	3	0	0	2	0
"YLR016C"	1	1	1	1	0	1
"YLR127C"	4	4	1	2	4	10
"YOL116W"	6	3	3	3	3	2
"YJL222W"	7	7	5	3	1	4
"YPL155C"	6	4	6	8	0	0
"YKR012C"	1	0	0	1	1	1
"YNL186W"	22	24	15	15	7	26
"YFR024C-A"	20	28	20	20	19	20
"YPR110C"	21	25	20	7	14	14
"YLR097C"	4	4	3	3	4	2
"YDR210C-C"	0	0	0	0	0	0
"YNL324W"	0	0	0	0	0	0
"YMR238W"	13	11	14	11	15	13
"YCR034W"	30	40	20	4	10	6
"YCR106W"	0	0	0	0	0	1
"YLR414C"	4	4	3	7	8	7
"YDR392W"	5	6	3	6	6	8
"YIL035C"	8	12	8	8	7	12
"YBL032W"	5	12	8	4	7	7
"YML049C"	17	17	13	12	12	14
"YDR416W"	3	8	3	3	3	4
"YDL247W-A"	0	0	0	0	0	0
"YKL083W"	1	0	1	1	0	0
"YDL108W"	2	3	2	6	4	5
"YBL022C"	41	50	38	29	33	43
"YGR176W"	0	1	0	0	0	0
"YMR240C"	5	7	6	4	3	7
"YIL089W"	4	1	0	3	3	1
"YPR052C"	8	6	4	1	3	3
"YGL071W"	9	16	9	3	5	5
"YPR159C-A"	0	0	0	0	0	0
"YGR219W"	0	0	0	0	0	0
"YPL115C"	13	11	15	3	3	2
"YBL063W"	9	14	3	6	5	3
"YMR049C"	20	34	29	10	7	13
"YMR045C"	21	23	23	23	15	19
"YIL046W"	7	14	13	14	16	19
"YMR292W"	4	8	2	2	2	9
"YDR243C"	3	4	1	3	3	1
"YDL008W"	2	4	5	1	2	6
"YNL126W"	5	8	4	5	7	10
"YNR017W"	15	12	8	10	11	12
"YOR383C"	2	5	3	11	5	5
"YOR246C"	8	19	8	2	8	6
"YLR095C"	9	14	10	6	7	9
"YNL050C"	3	8	5	2	3	3
"YOR115C"	10	14	11	4	2	4
"YCR100C"	1	0	0	2	1	0
"YNL096C"	47	61	40	19	15	20
"YLL034C"	9	11	20	4	5	8
"YHR019C"	51	75	56	31	18	24
"YLR075W"	107	159	141	59	61	91
"YDL220C"	3	4	2	1	6	1
"YKL033W-A"	5	7	6	4	6	6
"YNL123W"	21	20	18	13	15	12
"YPL084W"	8	15	13	12	7	16
"YNL162W-A"	1	1	0	0	0	0
"YMR122W-A"	25	23	15	13	20	21
"YGR260W"	32	25	13	8	10	11
"YFR031C-A"	113	150	110	40	38	46
"YDR012W"	143	201	144	60	71	75
"YOR113W"	4	5	1	3	5	11
"YCL005W"	4	4	2	1	1	2
"YLR417W"	5	5	4	4	5	6
"YIR003W"	5	12	7	8	11	12
"YJR146W"	0	0	0	0	0	1
"YLR390W"	0	2	1	1	2	1
"YBR233W-A"	4	1	3	1	1	2
"YKL022C"	9	7	5	4	3	9
"YHR157W"	0	0	0	0	1	0
"YAL014C"	3	1	5	4	5	3
"YOL072W"	2	4	3	2	4	4
"YPL239W"	8	10	8	2	4	13
"YJR055W"	0	3	1	0	0	3
"YBR179C"	13	17	11	12	9	9
"YLR226W"	2	4	6	2	2	4
"YFR048W"	7	9	2	0	3	8
"YBR230W-A"	1	2	1	2	2	5
"YIL074C"	70	97	103	15	22	24
"YGR031W"	1	2	3	3	9	4
"YOR322C"	8	11	5	4	9	5
"YDL145C"	45	70	36	17	35	40
"YOR033C"	7	4	4	4	3	7
"YKR077W"	6	7	3	8	5	6
"YNL284C-A"	0	0	0	0	0	0
"YPR088C"	25	25	23	11	21	19
"YPR063C"	6	11	5	3	7	3
"YJR013W"	5	9	6	2	4	6
"YKL046C"	14	13	18	11	11	18
"YER107C"	4	7	5	6	1	4
"YKL024C"	3	11	2	1	6	7
"YPR054W"	2	3	4	0	0	2
"YMR075W"	1	3	3	6	5	4
"YMR012W"	54	90	70	25	28	45
"YLR377C"	1	2	0	6	5	3
"YBR262C"	2	7	1	4	4	7
"YDR088C"	2	3	4	4	4	4
"YDR118W"	2	3	2	4	4	6
"YEL030W"	2	0	5	4	4	3
"YIR034C"	49	64	33	12	34	30
"YKL008C"	4	9	6	5	3	8
"YMR291W"	6	3	3	4	5	7
"YML011C"	0	2	3	4	6	2
"YPL048W"	23	21	23	32	27	32
"YIL159W"	7	4	1	1	3	5
"YGL120C"	16	20	23	3	9	8
"YCL048W"	0	1	0	0	1	0
"YAR008W"	2	3	0	2	2	3
"YER179W"	0	1	0	4	1	0
"YGL116W"	4	7	5	1	6	6
"YJR047C"	0	0	1	0	0	1
"YKL219W"	6	5	2	4	2	2
"YPR126C"	0	1	2	0	0	1
"YMR001C"	7	5	8	8	6	6
"YGL227W"	10	6	3	10	8	18
"YLR406C"	37	44	39	12	17	16
"YDR506C"	2	3	5	5	4	5
"YER135C"	0	0	0	0	0	0
"YDR299W"	10	11	15	1	7	6
"YOR223W"	3	4	2	5	5	8
"YBR298C"	6	2	1	29	19	32
"YLR001C"	6	14	8	4	11	13
"YAL003W"	90	133	99	41	47	67
"YHR185C"	0	1	0	0	0	0
"YPL049C"	6	17	10	7	13	11
"YBR187W"	23	22	17	3	4	5
"YBL111C"	2	4	3	5	3	6
"YKL159C"	4	2	1	3	3	2
"YNL260C"	4	1	0	2	1	4
"YLR154W-B"	0	0	0	0	0	0
"YJL210W"	3	1	2	3	5	5
"YBL015W"	13	14	11	36	47	59
"YAL054C"	3	3	2	172	195	242
"YCR097W-A"	0	0	0	0	0	0
"YMR119W"	0	9	3	4	6	6
"YDL020C"	15	11	11	21	28	29
"YDR174W"	14	16	20	9	9	9
"YBR055C"	7	7	5	4	7	8
"YIL018W"	152	231	163	51	71	89
"YJL105W"	2	2	3	0	0	4
"YGR040W"	7	4	3	6	3	5
"YJR103W"	7	10	4	5	4	15
"YLL037W"	0	0	0	0	0	0
"YOR191W"	19	16	11	13	10	21
"YOR013W"	3	0	0	0	1	0
"YGL210W"	7	8	6	4	2	4
"YML036W"	3	3	4	1	1	3
"YOL134C"	0	0	2	1	0	0
"YFL051C"	0	0	0	0	0	2
"YJL205C"	2	0	1	0	1	2
"YLR293C"	31	58	61	13	16	19
"YDR413C"	0	0	0	0	0	0
"YHR031C"	3	4	3	1	6	3
"YLR149C-A"	0	0	0	0	0	0
"YJR118C"	10	13	10	5	7	6
"YIR040C"	0	0	0	0	0	0
"YLR177W"	6	5	5	5	4	7
"YMR031W-A"	0	1	1	0	0	0
"YBL005W-B"	27	32	16	10	10	10
"YGR279C"	49	77	59	30	31	40
"YBR290W"	15	9	7	5	5	11
"YGL123W"	174	223	144	33	55	67
"YOL115W"	10	12	7	4	2	7
"YOR231W"	6	8	8	4	5	6
"YMR062C"	36	47	27	21	23	22
"YPL176C"	18	10	7	3	13	3
"YJR134C"	9	14	6	9	9	6
"YLL051C"	10	13	1	4	3	5
"YDL094C"	0	0	0	1	0	0
"YLR119W"	3	3	2	0	0	0
"YIL064W"	7	7	4	1	0	6
"YDR165W"	13	12	9	7	2	5
"YNL142W"	27	55	35	24	33	64
"YMR222C"	3	3	3	2	3	4
"YHR144C"	1	4	2	0	3	0
"YPL198W"	24	48	24	12	24	14
"YBR178W"	0	1	0	0	1	0
"YNL311C"	8	9	5	2	8	7
"YLR242C"	2	5	4	4	0	4
"YER057C"	9	7	6	11	8	4
"YML029W"	5	11	7	4	12	10
"YCR087C-A"	0	0	0	0	0	0
"YLR337C"	12	11	7	9	13	11
"YAL033W"	6	3	1	1	1	0
"YNR060W"	7	5	0	3	3	5
"YLR333C"	29	29	24	6	16	20
"YGL087C"	2	10	2	3	10	9
"YML037C"	1	1	1	1	3	2
"YDL101C"	7	2	3	4	3	7
"YDR195W"	8	4	3	2	5	8
"YDR322W"	3	18	3	7	6	7
"YDL102W"	8	11	7	3	4	8
"YOR170W"	0	0	0	0	2	1
"YGR276C"	6	15	10	6	6	9
"YBR126C"	16	19	16	20	33	51
"YJL081C"	14	8	9	7	15	12
"YLR363W-A"	2	3	1	0	5	0
"YGR076C"	1	5	2	7	1	5
"YMR075C-A"	0	0	0	0	0	0
"YCR020C-A"	2	3	0	1	3	3
"YDL141W"	4	15	11	3	5	3
"YNL114C"	4	1	2	0	0	0
"YML010W"	22	30	28	19	20	21
"YDR463W"	17	13	13	11	16	25
"YHR054C"	2	3	3	5	8	12
"YPL168W"	1	4	8	3	3	3
"YDR328C"	12	12	4	14	15	18
"YDR344C"	0	0	0	0	0	0
"YGR021W"	5	2	6	2	5	8
"YPL237W"	20	34	21	7	13	14
"YKR056W"	5	15	11	2	13	8
"YMR224C"	6	4	2	4	5	5
"YPR105C"	5	7	11	7	4	6
"YKL030W"	1	2	1	0	2	2
"YPL083C"	5	1	4	5	8	2
"YBL059C-A"	8	4	2	4	1	3
"YAL016C-A"	0	2	2	2	0	0
"YMR172W"	3	8	4	3	1	10
"YHR021C"	32	53	49	13	9	20
"YGL217C"	2	0	0	0	1	0
"YOL140W"	10	16	18	22	14	23
"YGL107C"	11	13	7	4	4	10
"YGR128C"	18	24	10	8	5	8
"YNR020C"	7	9	1	4	6	6
"YOR206W"	22	24	30	9	8	5
"YPR017C"	4	3	0	0	3	1
"YDL132W"	10	19	16	16	11	14
"YER137C-A"	0	0	0	0	0	0
"YNR039C"	6	7	4	2	4	4
"YAL063C"	1	1	3	4	0	3
"YFR016C"	13	23	11	9	16	21
"YGL193C"	1	0	0	0	3	0
"YCR010C"	2	0	1	40	45	51
"YDR283C"	15	12	8	6	5	10
"YBL071C"	0	1	0	2	0	1
"YOR354C"	19	13	11	14	16	15
"YNL309W"	2	4	2	1	1	2
"YMR143W"	70	90	70	32	46	37
"YGR183C"	16	14	7	15	14	20
"YGR179C"	3	4	2	4	1	2
"YGR175C"	40	51	30	29	30	45
"YAR020C"	0	0	0	0	0	1
"YKR072C"	12	10	10	7	17	7
"YNL265C"	3	3	2	6	4	5
"YKL211C"	9	42	13	5	10	26
"YMR192W"	5	0	6	2	4	3
"YLR274W"	6	19	8	13	8	15
"YGL043W"	12	15	11	5	3	12
"YPR189W"	22	20	13	6	3	13
"YDL103C"	15	14	7	11	7	16
"YDL152W"	0	1	0	0	0	0
"YNL196C"	1	1	0	0	1	0
"YHL003C"	13	26	12	9	5	11
"YGL135W"	114	179	120	35	53	59
"YJL155C"	4	4	3	6	4	13
"YHR212W-A"	0	0	0	0	0	0
"YOL132W"	1	0	0	0	1	0
"YGL082W"	6	9	6	1	4	12
"YNR048W"	1	7	3	1	3	2
"YDL134C"	16	14	8	5	7	11
"YHR083W"	5	3	5	6	8	6
"YLL023C"	6	11	5	5	6	19
"YGR204W"	113	148	114	41	41	50
"YLR202C"	0	0	0	0	0	0
"YFR005C"	3	5	1	1	1	1
"YBR216C"	9	11	4	5	9	15
"YGR265W"	2	3	0	0	0	0
"YEL020W-A"	4	5	5	1	2	2
"YEL038W"	2	1	2	2	0	4
"YCR035C"	4	10	11	4	4	3
"YLR022C"	3	8	4	3	0	4
"YMR026C"	9	5	4	4	5	4
"YJR016C"	86	123	96	56	65	63
"YDR176W"	18	25	10	10	14	11
"YGL004C"	5	1	3	2	5	7
"YDR222W"	4	2	5	1	1	7
"YPR162C"	7	7	8	4	4	4
"YEL076C-A"	0	0	0	0	0	0
"YEL054C"	15	22	17	6	10	16
"YDR020C"	1	4	0	0	3	0
"YKL165C"	13	13	9	4	9	5
"YPR129W"	6	9	6	7	5	10
"YDL091C"	6	5	4	3	7	5
"YJL154C"	11	13	11	8	11	7
"YKL164C"	41	61	37	26	34	37
"YDR220C"	0	0	0	0	0	0
"YDR074W"	10	12	8	36	47	59
"YBR240C"	0	1	3	0	1	0
"YHR086W-A"	0	0	0	0	0	0
"YDR251W"	12	10	15	11	7	17
"YOL042W"	5	9	4	5	7	5
"YHR196W"	12	24	19	5	8	8
"YDR494W"	9	13	8	6	12	13
"YGL142C"	7	8	7	1	6	6
"YKL151C"	6	6	4	9	15	23
"YLL067C"	4	8	3	6	4	2
"YPL230W"	0	1	1	9	7	20
"YOR144C"	4	8	5	1	4	2
"YOR046C"	24	23	16	6	10	12
"YLL062C"	13	11	8	4	8	7
"YLR255C"	0	0	0	0	0	0
"YBL056W"	22	38	19	11	11	21
"YER089C"	13	12	7	10	3	7
"YDL175C"	1	4	1	2	0	3
"YOR336W"	8	8	13	5	9	6
"YKL100W-A"	0	0	0	0	0	0
"YML131W"	3	16	6	44	57	88
"YNL139C"	8	13	7	5	5	5
"YHR192W"	6	4	4	9	11	4
"YNL313C"	18	13	12	8	5	12
"YCR051W"	8	11	9	6	7	5
"YGR067C"	2	0	1	16	27	23
"YHL024W"	6	2	5	19	37	29
"YJL185C"	1	1	2	1	5	9
"YBL012C"	1	0	3	0	1	2
"YER071C"	2	1	1	1	3	8
"YOR063W"	318	432	303	119	141	151
"YDR524C-B"	57	58	53	31	28	35
"YDR102C"	0	0	0	0	0	0
"YPL076W"	4	0	3	1	1	1
"YIR002C"	8	15	11	7	7	10
"YMR294W"	2	5	3	7	6	7
"YER044C-A"	0	2	0	0	0	0
"YIL017C"	7	3	0	5	11	12
"YML110C"	19	24	11	12	12	14
"YPR065W"	5	12	8	5	8	20
"YLR288C"	3	5	3	5	4	7
"YHR213W-B"	0	1	0	0	1	0
"YJL093C"	12	6	1	4	6	8
"YNR069C"	1	1	2	2	3	6
"YLR170C"	2	1	2	1	1	2
"YCR057C"	15	18	15	3	4	10
"YJL160C"	1	0	0	0	0	1
"YBR287W"	19	9	12	9	10	13
"Q0050"	0	0	0	0	0	0
"YDR356W"	5	10	10	10	6	11
"YER077C"	3	8	8	2	7	6
"YDL033C"	2	3	2	1	1	2
"YJR083C"	3	3	4	1	1	2
"YDR291W"	7	5	9	6	5	7
"YGR239C"	8	9	10	4	8	17
"YML057C-A"	1	1	0	1	0	0
"YER031C"	9	19	8	8	6	8
"YFR057W"	0	0	0	0	0	0
"YOR006C"	6	6	6	4	0	10
"YPR204W"	39	60	63	44	57	63
"YNL283C"	13	11	15	10	8	7
"YGR153W"	3	0	0	2	0	0
"YOL032W"	5	6	4	5	4	7
"YLR194C"	6	7	3	5	6	12
"YPR158C-C"	0	0	0	0	0	0
"YER168C"	5	7	5	5	3	4
"YML031C-A"	1	0	1	0	1	0
"YDR079C-A"	1	3	1	0	0	0
"YFR032C-A"	36	32	25	8	9	8
"YJL151C"	5	0	1	4	6	2
"YOR332W"	8	11	4	5	5	10
"YMR181C"	0	1	0	5	5	5
"YOL010W"	12	14	8	11	8	9
"YDL042C"	1	2	3	2	0	2
"YNL109W"	0	1	1	0	0	0
"YKR022C"	5	6	6	7	4	4
"YNL148C"	1	4	3	3	0	0
"YMR318C"	37	38	31	10	13	15
"YGL078C"	32	34	28	6	4	10
"YER142C"	3	5	2	8	13	11
"YIL065C"	3	2	3	2	3	7
"YPL062W"	0	0	0	0	0	1
"YKR074W"	12	13	11	4	8	5
"YNL099C"	5	14	6	3	2	7
"YKL201C"	17	12	5	10	21	18
"YPR083W"	4	7	2	3	10	1
"YBL033C"	4	10	3	9	8	13
"YDL159W-A"	0	0	0	0	0	0
"YCL057W"	16	33	37	23	24	19
"YHR102W"	8	12	5	8	7	13
"YDR117C"	7	5	5	2	5	7
"YLR245C"	1	1	3	0	0	2
"YNL198C"	0	0	2	0	1	0
"YLR185W"	25	42	33	10	8	20
"YGL216W"	6	5	3	4	4	6
"YPL254W"	3	8	4	2	1	3
"YNL100W"	9	7	4	12	10	16
"YPL184C"	10	9	7	12	8	12
"YDR492W"	3	4	3	6	9	4
"YER006W"	14	26	21	6	12	19
"YOL114C"	0	0	0	1	0	0
"YNL288W"	3	7	8	6	6	6
"YGR096W"	1	4	2	0	1	2
"YER132C"	10	6	6	3	3	5
"YJL008C"	25	28	26	21	19	24
"YHR202W"	8	2	1	2	2	7
"YJR041C"	7	16	12	5	3	4
"YHR094C"	7	11	18	1	1	4
"YKR045C"	0	1	1	0	1	2
"YPR140W"	2	7	10	3	4	5
"YPR029C"	11	28	10	8	10	7
"YNL318C"	0	0	0	0	1	0
"YDR276C"	5	17	10	12	13	12
"YHR165C"	13	33	15	12	12	19
"YLL014W"	7	16	5	1	2	4
"YOR272W"	14	19	11	4	3	8
"YLL056C"	0	1	1	3	2	2
"YOL040C"	67	97	69	32	33	43
"YGR143W"	8	8	4	9	21	19
"YPL165C"	0	2	0	1	3	6
"YNR026C"	1	11	4	4	5	5
"YLR120W-A"	0	0	0	0	0	0
"YOR203W"	0	0	0	0	0	0
"YBL013W"	0	0	0	0	1	0
"YER038W-A"	0	0	0	0	0	0
"YMR013W-A"	0	0	0	0	0	0
"YOR302W"	1	0	0	1	0	0
"YGR122W"	3	2	2	3	4	9
"YLR076C"	9	5	3	2	2	1
"YGR221C"	3	4	3	2	3	2
"YLL018C"	43	54	44	31	32	40
"YDR275W"	6	5	0	7	13	22
"YDR295C"	8	4	8	2	5	7
"YHR140W"	1	1	1	1	2	0
"YKL127W"	13	16	16	4	3	3
"YJL131C"	2	4	1	5	3	5
"YOR241W"	11	24	13	3	9	18
"YDR382W"	60	74	75	22	22	29
"YDR495C"	3	7	4	5	4	13
"YOL129W"	15	13	8	8	4	8
"YNL102W"	18	15	13	13	16	6
"YML014W"	5	4	2	1	1	5
"YDR237W"	9	8	7	3	6	9
"YOR343W-A"	0	0	0	0	0	0
"YKR009C"	5	5	4	63	85	90
"YGL006W-A"	0	0	0	0	0	0
"YJR129C"	1	0	1	4	2	3
"YPR039W"	0	0	0	0	0	0
"YPR024W"	28	53	25	17	25	24
"YOR289W"	1	2	0	10	2	11
"YLR259C"	106	114	91	73	122	151
"YIL102C"	0	0	0	0	0	0
"YOR229W"	3	1	2	4	1	1
"YKR049C"	1	1	1	8	4	9
"YKL073W"	20	17	9	9	10	11
"YDR496C"	19	25	15	9	9	9
"YBL070C"	1	0	0	0	0	0
"YPL042C"	3	4	4	0	0	3
"YJL133W"	8	4	2	2	1	2
"YOL077W-A"	5	8	7	5	6	9
"YCL040W"	10	6	6	76	80	108
"YPL145C"	18	34	29	12	13	20
"YDL146W"	4	0	2	1	1	2
"YDR100W"	6	7	2	1	5	2
"YJR004C"	2	4	4	3	2	4
"YBR186W"	1	2	0	0	1	1
"YKL137W"	4	7	6	3	2	4
"Q0160"	0	0	0	0	0	0
"YDR098C-A"	0	0	0	0	0	0
"YFR041C"	7	5	8	2	7	6
"YLR133W"	14	9	13	7	5	11
"YKL006C-A"	3	3	3	3	2	2
"YPR192W"	1	0	0	8	6	10
"YMR189W"	47	74	47	24	27	30
"YOR137C"	4	8	7	1	3	2
"YNL215W"	8	10	7	10	6	15
"YDL105W"	2	2	0	0	0	1
"YOR161W-A"	0	0	0	0	0	0
"YDR111C"	3	2	2	6	10	13
"YCL029C"	9	3	5	5	5	7
"YDR172W"	44	66	43	18	31	44
"YPL064C"	5	3	0	4	3	5
"YML054C-A"	0	0	0	0	0	1
"YNL085W"	23	25	23	11	14	8
"YAL031W-A"	0	0	0	0	0	1
"YDL230W"	1	4	4	5	5	8
"YFR025C"	6	11	8	4	7	7
"YHR093W"	0	0	0	1	0	0
"YOR050C"	1	2	0	0	0	0
"YNL264C"	4	11	5	3	5	3
"YGL051W"	0	2	1	0	1	1
"YBL038W"	9	7	3	8	6	5
"YHR148W"	3	5	3	0	0	2
"YPL166W"	1	2	0	4	2	3
"YIL165C"	2	2	0	1	2	1
"YJL005W"	15	14	14	10	16	25
"YDR103W"	4	10	4	4	6	5
"YNL130C-A"	0	0	0	0	0	0
"YAR050W"	3	2	2	1	5	2
"YPL026C"	7	11	3	10	19	13
"YJR006W"	10	11	9	6	7	11
"YLR044C"	751	943	814	212	330	380
"YJL115W"	12	12	9	7	4	18
"YLR262C"	3	3	4	1	3	7
"YDR386W"	1	8	3	1	4	6
"YJL099W"	7	5	2	0	1	8
"YLR422W"	11	11	12	8	10	15
"YJR154W"	2	3	2	4	5	8
"YNL333W"	2	4	0	3	2	6
"YFR010W"	13	19	14	12	17	25
"YJL161W"	1	0	0	1	4	6
"YJR097W"	1	4	2	0	4	4
"YIR021W"	2	2	2	0	1	0
"YJR046W"	11	11	7	7	10	6
"YPR103W"	24	44	25	21	17	21
"YBL088C"	7	11	11	8	16	6
"YJR122W"	4	8	7	4	5	8
"YOR390W"	2	2	2	0	1	3
"YML105C"	8	11	9	4	4	13
"YCR047W-A"	0	0	0	0	0	0
"YDL245C"	0	2	0	3	2	1
"YEL049W"	2	0	0	0	1	1
"YKL035W"	16	31	14	26	21	23
"YMR056C"	2	2	3	9	5	8
"YDR141C"	7	17	10	14	12	19
"YGL171W"	10	15	9	4	7	2
"YLR115W"	6	4	5	6	10	14
"YOR373W"	10	10	5	6	9	8
"YOL096C"	2	1	0	3	5	6
"YGR249W"	0	1	0	2	1	0
"YLR235C"	0	0	0	0	0	0
"YAR035W"	2	4	1	22	25	25
"YGR198W"	7	7	11	5	5	6
"YBR081C"	10	20	17	1	11	20
"YJR026W"	0	0	0	0	0	0
"YNR022C"	3	5	4	3	1	5
"YPL167C"	2	3	1	3	7	12
"YDR034C"	15	25	17	11	12	13
"YBR033W"	2	3	5	3	9	15
"YGR291C"	0	0	0	0	0	0
"YPL186C"	1	2	0	22	43	50
"YBL084C"	3	5	6	5	5	4
"YOR352W"	7	6	2	5	1	7
"YDL030W"	1	7	2	2	2	6
"YLR406C-A"	0	0	0	0	0	0
"YAL013W"	8	12	2	3	11	3
"YLR294C"	7	5	3	6	7	10
"YBR012C"	0	1	1	1	1	2
"YJL031C"	6	6	3	6	4	4
"YKR084C"	13	18	11	4	8	23
"YDL104C"	3	3	0	7	2	3
"YHR175W"	8	7	11	6	4	6
"YGR174W-A"	0	0	0	0	0	0
"YBL008W-A"	0	0	0	0	0	0
"YBR002C"	4	9	5	2	4	3
"YBR246W"	9	9	4	4	2	5
"YDR119W-A"	1	0	0	3	6	5
"YHR121W"	4	13	11	2	4	5
"YEL017W"	3	11	5	3	3	2
"YDL067C"	3	3	4	6	6	9
"YKL180W"	67	89	72	23	39	40
"YGR037C"	6	13	11	5	11	10
"YML123C"	4	4	3	4	1	4
"YDR280W"	7	9	6	5	4	5
"YBR191W"	89	115	79	27	41	45
"YGL083W"	4	7	2	4	2	7
"YML133W-B"	0	0	0	0	0	0
"YMR229C"	50	70	59	17	15	30
"YAL068C"	0	1	0	0	0	0
"YAL060W"	21	34	24	28	14	29
"YCL036W"	6	12	6	4	4	2
"YIL156W"	8	8	4	2	7	7
"YPL046C"	0	0	1	1	0	0
"YDL206W"	4	3	3	7	5	2
"YCR019W"	5	6	1	3	0	0
"YGR025W"	0	0	0	0	0	0
"YIL072W"	2	2	0	1	4	7
"Q0060"	0	0	0	0	0	0
"YDL122W"	19	28	21	12	15	18
"YPL136W"	0	0	0	0	0	0
"YBR218C"	46	61	45	55	47	56
"YJL207C"	6	13	13	7	5	13
"YBL069W"	3	5	5	3	1	2
"YOR361C"	60	58	40	21	27	22
"YGR050C"	0	1	0	1	0	0
"YKR029C"	3	6	3	6	6	9
"YML031W"	9	23	11	5	10	4
"YNR014W"	1	2	0	2	0	0
"YBL035C"	4	2	4	6	5	6
"YBR166C"	9	9	9	8	5	13
"YHR087W"	2	1	1	4	8	11
"YDR151C"	4	2	5	6	4	1
"YGL026C"	47	61	36	31	33	43
"YDR271C"	0	0	0	0	0	0
"YDR433W"	0	0	0	0	0	1
"YER047C"	5	4	5	8	12	7
"YEL050C"	13	16	12	9	2	11
"YKL136W"	0	0	0	0	0	0
"YGL036W"	8	14	7	9	9	8
"YIL093C"	5	9	6	1	7	4
"YDL087C"	4	1	0	1	1	5
"YPL135W"	9	10	9	26	32	28
"YOR326W"	53	84	64	32	31	37
"YNL195C"	0	0	0	12	23	12
"YBR143C"	34	61	42	17	20	33
"YDR374W-A"	6	1	2	2	0	2
"YNR068C"	2	1	1	2	2	6
"YJR064W"	24	41	27	18	17	22
"YPL074W"	6	8	6	3	7	14
"YLR426W"	4	5	3	4	2	3
"YGR035W-A"	0	0	0	0	0	0
"YOR276W"	9	11	11	5	2	8
"YCL058C"	0	2	1	0	1	1
"YGR261C"	16	26	13	5	6	10
"YBL102W"	8	9	11	4	8	14
"YGR049W"	8	5	12	4	4	3
"YLR335W"	18	28	25	17	16	20
"YGL053W"	2	2	1	5	3	4
"YHR156C"	2	0	3	0	3	3
"YIR012W"	18	20	12	6	2	15
"YDR129C"	25	41	21	27	26	40
"YLL026W"	51	37	28	150	228	272
"YLR056W"	61	96	74	36	45	48
"YMR283C"	3	8	0	2	3	3
"YML133C"	8	14	12	7	8	9
"YER083C"	8	5	5	9	4	10
"YGL132W"	0	0	0	1	1	0
"YLR110C"	158	160	124	93	95	102
"YGR099W"	5	9	3	3	8	8
"YBR137W"	2	2	2	4	6	7
"YJR062C"	3	6	2	4	0	4
"YNL094W"	5	14	11	9	6	12
"YNL281W"	18	17	13	10	19	17
"YHR022C"	0	0	0	0	0	0
"YAR033W"	1	0	0	0	0	0
"YDR320W-B"	0	0	0	1	0	0
"YFL020C"	0	0	0	0	0	0
"YCL001W-A"	0	0	0	0	0	0
"YHR001W-A"	3	8	8	16	19	16
"YGR010W"	3	5	4	5	4	5
"YDL098C"	3	0	3	1	0	3
"YMR150C"	4	7	0	4	5	5
"YLR282C"	0	0	0	0	0	0
"YGL024W"	0	0	0	0	0	0
"YBR057C"	4	2	5	5	5	5
"YOR153W"	63	49	47	18	21	19
"YPL032C"	16	24	16	10	6	14
"YLR034C"	17	18	13	11	5	10
"YGR157W"	37	44	37	20	19	31
"YOR277C"	0	0	0	0	0	0
"YCL047C"	8	1	5	5	4	2
"YBR284W"	0	2	0	1	4	1
"YBL027W"	123	133	102	39	53	57
"YMR018W"	1	2	1	3	2	2
"YNL213C"	4	3	6	0	0	3
"YGR238C"	5	10	4	2	7	10
"YGR125W"	14	30	19	14	9	7
"YML100W-A"	0	0	0	0	0	0
"YKL130C"	5	14	3	1	3	3
"YDR536W"	1	0	2	6	11	6
"YNR058W"	3	1	5	1	4	8
"YML103C"	12	33	21	7	13	19
"YIL051C"	17	10	12	12	4	4
"YOR104W"	1	6	1	3	5	1
"YOR305W"	4	6	6	1	2	0
"YDR183C-A"	0	2	2	0	0	0
"YLR059C"	1	5	2	6	6	2
"YPL129W"	10	7	18	3	9	9
"YNL337W"	0	0	0	0	0	0
"YER079W"	1	1	1	6	5	11
"YKR063C"	7	2	11	4	7	2
"YMR230W-A"	0	0	0	0	0	0
"YLL009C"	6	3	3	0	3	3
"YFL057C"	3	2	0	1	1	1
"YPR003C"	6	4	7	11	5	6
"YAL045C"	0	0	0	0	0	0
"YGL064C"	4	4	5	5	5	1
"YDR107C"	1	7	4	5	4	4
"YJR059W"	11	16	8	10	12	12
"YDR461C-A"	1	0	0	3	2	3
"YML117W"	19	24	24	16	13	22
"YOR095C"	10	12	14	3	3	5
"YIL082W"	0	0	0	0	0	0
"YLR158C"	1	1	2	2	0	4
"YMR116C"	150	228	191	56	67	94
"YKL091C"	4	3	4	2	4	7
"YKL096W"	8	3	1	3	2	1
"YFL063W"	0	0	0	0	0	0
"YJL219W"	0	0	1	0	2	2
"YKR106W"	0	1	2	0	4	4
"YCL054W"	28	36	23	13	13	15
"YDR412W"	2	0	0	2	1	1
"YDR110W"	5	8	10	2	7	9
"YMR020W"	5	1	6	5	5	4
